,Unnamed: 0_fpl,player_id,name_fpl,display_slug,team_id,team,team_slug,position_fpl,points_per_game,form,news,news_added_at,status,total_points,value_form,value_season,selected_by_percent,influence_rank_overall,creativity_rank_overall,threat_rank_overall,influence_rank_by_position,creativity_rank_by_position,threat_rank_by_position:,ict_index,ict_index_by_position,dreamteam_count,transfers_in,transfers_out,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,ep_next,ep_this,now_cost,transfers_in_event,transfers_out_event,goals_scored,assists_fpl,clean_sheets,goals_conceded,penalties_saved,penalties_missed,saves,bonus,bps,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,fbref_id_fpl,Unnamed: 0_fbref,name_fbref,profile_url,nationality,position_fbref,age,minutes_90s_x,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,goals_per_shot,goals_per_shot_on_target,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,passes_completed_x,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists_fbref,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses_x,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed_y,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won_x,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions_x,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,games,minutes,minutes_per_game,minutes_pct,minutes_90s_y,games_starts,minutes_per_start,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses_y,interceptions_y,tackles_won_y,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,fbref_id_fbref
15,15,18,Nicolas Pépé,Pépé,1,arsenal,ARS,MID,2.5,2.8,,2020-11-22T18:30:18.803078Z,a,43,0.4,5.7,0.7,229,199,68,94,121,36,145,75,0,57727,168914,100.0,100.0,0,0,-4,4,2.8,2.3,76,1223,3090,4,0,1,15,0,0,0,1,139,3.0,,,,2.0,,57e3f0c7,14.0,Nicolas Pépé,https://fbref.com/en/players/57e3f0c7/Nicolas-Pepe,"['ci', 'CIV']","FW,MF",25 years and 273 days,9.8,4.0,27.0,8.0,29.6,2.75,0.11,0.38,1.0,1.0,1.0,2.8,2.0,0.08,1.2,1.0,221.0,310.0,71.3,3278.0,713.0,126.0,155.0,81.3,76.0,94.0,80.9,13.0,33.0,39.4,0.0,0.4,-0.4,6.0,7.0,9.0,1.0,18.0,288.0,22.0,6.0,1.0,72.0,6.0,18.0,13.0,6.0,4.0,0.0,225.0,46.0,39.0,250.0,22.0,12.0,3.0,7.0,221.0,2.0,6.0,12.0,21.0,17.0,1.73,10.0,3.0,3.0,1.0,0.0,3.0,0.31,1.0,0.0,2.0,0.0,0.0,0.0,12.0,11.0,6.0,5.0,1.0,6.0,14.0,42.9,8.0,133.0,39.0,29.3,30.0,51.0,52.0,13.0,1.0,0.0,12.0,10.0,22.0,9.0,1.0,448.0,17.0,70.0,166.0,248.0,57.0,426.0,18.0,40.0,45.0,19.0,3.0,324.0,1551.0,939.0,452.0,317.0,70.1,13.0,20.0,17.0,883.0,52.0,39.2,9.8,9.0,76.0,8.0,25.0,5.0,1.12,9.0,15.0,-6.0,-0.61,-1.34,11.0,17.2,-6.3,-0.64,-1.26,1.0,1.0,0.0,6.0,13.0,1.0,18.0,10.0,11.0,0.0,0.0,0.0,48.0,20.0,22.0,47.6,57e3f0c7
16,16,19,Lucas Torreira,Torreira,1,arsenal,ARS,MID,0.0,0.0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,u,0,0.0,0.0,0.1,630,622,613,254,254,253,633,254,0,3459,17586,0.0,0.0,0,0,-3,3,0.0,0.0,47,0,19,0,0,0,0,0,0,0,0,0,,,,,,,52611641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,21,Reiss Nelson,Nelson,1,arsenal,ARS,MID,1.0,0.0,,2020-12-31T11:00:17.325196Z,a,2,0.0,0.4,0.0,463,397,386,196,187,180,446,192,0,2117,6621,100.0,100.0,0,0,-4,4,0.0,-0.5,51,48,61,0,0,0,0,0,0,0,0,2,,,,,,,c5bdb6e3,25.0,Reiss Nelson,https://fbref.com/en/players/c5bdb6e3/Reiss-Nelson,"['eng', 'ENG']",FW,21 years and 078 days,0.8,0.0,1.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,17.0,30.0,56.7,319.0,94.0,9.0,9.0,100.0,6.0,9.0,66.7,2.0,9.0,22.2,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,23.0,7.0,2.0,0.0,5.0,1.0,4.0,4.0,1.0,3.0,0.0,13.0,7.0,10.0,4.0,25.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,3.0,1.0,1.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,46.2,2.0,6.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,40.0,1.0,8.0,10.0,26.0,5.0,33.0,1.0,2.0,50.0,1.0,0.0,29.0,218.0,129.0,43.0,25.0,58.1,1.0,2.0,2.0,71.0,36.0,3.2,0.8,0.0,0.0,2.0,36.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.21,0.7,1.1,-0.4,-0.5,-0.65,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,c5bdb6e3
18,18,22,Edward Nketiah,Nketiah,1,arsenal,ARS,FWD,1.9,0.2,,,a,27,0.0,5.0,0.5,348,275,195,40,44,46,321,44,0,53418,153488,,,0,0,-6,6,0.2,-0.3,54,462,978,1,1,0,6,0,0,0,4,84,,,,,,,a53649b7,19.0,Eddie Nketiah,https://fbref.com/en/players/a53649b7/Eddie-Nketiah,"['eng', 'ENG']",FW,21 years and 272 days,3.6,1.0,7.0,4.0,57.1,1.93,0.14,0.25,0.0,0.0,0.0,1.2,1.2,0.17,-0.2,-0.2,54.0,68.0,79.4,695.0,64.0,39.0,48.0,81.3,13.0,17.0,76.5,1.0,1.0,100.0,1.0,0.6,0.4,3.0,0.0,1.0,0.0,1.0,62.0,6.0,0.0,2.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,50.0,17.0,1.0,9.0,52.0,1.0,0.0,3.0,54.0,0.0,1.0,2.0,3.0,5.0,1.38,3.0,0.0,0.0,0.0,1.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,74.0,10.0,13.5,9.0,37.0,28.0,7.0,2.0,0.0,5.0,1.0,3.0,4.0,0.0,117.0,5.0,18.0,50.0,53.0,19.0,111.0,6.0,12.0,50.0,7.0,0.0,76.0,303.0,120.0,167.0,86.0,51.5,8.0,3.0,14.0,327.0,23.0,14.5,3.6,3.0,65.0,11.0,12.0,7.0,1.07,3.0,6.0,-3.0,-0.83,-1.2,3.9,3.4,0.5,0.15,0.03,0.0,0.0,0.0,8.0,9.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,10.0,3.0,14.0,17.6,a53649b7
19,19,23,Emile Smith Rowe,Smith Rowe,1,arsenal,ARS,MID,3.8,2.6,,2021-01-26T23:00:26.324851Z,a,42,0.6,9.8,2.2,266,110,190,112,74,97,210,103,0,482452,326972,100.0,100.0,0,0,-2,2,2.6,2.1,43,29536,20944,0,5,6,5,0,0,0,0,169,,,,,,,17695062,13.0,Emile Smith-Rowe,https://fbref.com/en/players/17695062/Emile-Smith-Rowe,"['eng', 'ENG']","MF,FW",20 years and 213 days,9.0,0.0,7.0,1.0,14.3,0.78,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14,-1.0,-1.0,346.0,405.0,85.4,5084.0,1065.0,204.0,226.0,90.3,117.0,132.0,88.6,15.0,21.0,71.4,4.0,2.0,2.0,14.0,20.0,9.0,2.0,24.0,400.0,5.0,2.0,0.0,59.0,2.0,13.0,0.0,0.0,0.0,0.0,351.0,34.0,20.0,78.0,313.0,9.0,1.0,1.0,346.0,1.0,0.0,7.0,14.0,25.0,2.77,20.0,0.0,1.0,2.0,2.0,7.0,0.78,6.0,0.0,0.0,1.0,0.0,0.0,9.0,6.0,4.0,4.0,1.0,5.0,12.0,41.7,7.0,158.0,44.0,27.8,35.0,66.0,57.0,10.0,1.0,0.0,9.0,8.0,17.0,8.0,0.0,488.0,11.0,94.0,225.0,200.0,27.0,483.0,5.0,14.0,35.7,6.0,1.0,357.0,1658.0,867.0,470.0,382.0,81.3,14.0,9.0,11.0,811.0,74.0,36.0,9.0,10.0,79.0,1.0,18.0,2.0,1.82,19.0,5.0,14.0,1.55,2.12,15.2,8.2,7.0,0.78,1.02,0.0,0.0,0.0,4.0,8.0,2.0,13.0,8.0,6.0,0.0,0.0,0.0,59.0,5.0,7.0,41.7,17695062
20,20,24,Bukayo Saka,Saka,1,arsenal,ARS,MID,4.2,2.2,,2021-01-30T20:00:21.490066Z,a,92,0.4,17.7,8.3,74,25,16,25,20,8,19,14,2,1435183,1330538,100.0,100.0,-1,1,-3,3,2.2,1.7,52,44419,70904,5,4,6,22,0,0,0,8,329,2.0,,6.0,,,,bc7dc64d,2.0,Bukayo Saka,https://fbref.com/en/players/bc7dc64d/Bukayo-Saka,"['eng', 'ENG']","FW,DF",19 years and 174 days,20.7,5.0,49.0,18.0,36.7,2.37,0.1,0.28,1.0,0.0,0.0,5.7,5.7,0.12,-0.7,-0.7,613.0,829.0,73.9,9706.0,2643.0,337.0,394.0,85.5,208.0,260.0,80.0,50.0,124.0,40.3,2.0,3.3,-1.3,26.0,40.0,22.0,8.0,51.0,735.0,94.0,20.0,2.0,158.0,29.0,63.0,50.0,16.0,15.0,8.0,550.0,115.0,164.0,610.0,156.0,26.0,24.0,4.0,613.0,0.0,12.0,13.0,38.0,72.0,3.48,42.0,9.0,8.0,5.0,8.0,8.0,0.39,5.0,0.0,1.0,0.0,2.0,0.0,23.0,14.0,8.0,11.0,4.0,2.0,22.0,9.1,20.0,262.0,79.0,30.2,65.0,112.0,85.0,33.0,2.0,0.0,31.0,16.0,39.0,21.0,0.0,1119.0,41.0,174.0,451.0,586.0,106.0,1030.0,34.0,63.0,54.0,37.0,2.0,804.0,4212.0,2659.0,995.0,783.0,78.7,36.0,44.0,22.0,1861.0,85.0,82.7,20.7,21.0,87.0,1.0,33.0,2.0,1.36,27.0,22.0,5.0,0.24,0.24,27.2,22.4,4.8,0.23,0.62,0.0,0.0,0.0,14.0,50.0,10.0,63.0,16.0,14.0,1.0,0.0,1.0,130.0,13.0,33.0,28.3,bc7dc64d
21,21,25,Matteo Guendouzi,Guendouzi,1,arsenal,ARS,MID,0.0,0.0,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,u,0,0.0,0.0,0.1,632,624,615,256,256,255,635,256,0,2725,13115,0.0,0.0,0,0,-3,3,0.0,0.0,47,0,24,0,0,0,0,0,0,0,0,0,,,,,,,5ea8ef20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,26,Gabriel Teodoro Martinelli Silva,Martinelli,1,arsenal,ARS,MID,1.8,0.2,,2021-01-09T23:30:20.360437Z,a,9,0.0,1.8,0.1,424,366,256,181,179,130,378,168,0,85244,83766,100.0,100.0,0,0,-1,1,0.2,-0.3,49,142,912,0,0,2,0,0,0,0,0,18,,,,,,,48a5a5d6,20.0,Martinelli,https://fbref.com/en/players/48a5a5d6/Martinelli,"['br', 'BRA']",FW,19 years and 253 days,2.3,0.0,7.0,2.0,28.6,3.01,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.11,-0.8,-0.8,29.0,40.0,72.5,427.0,161.0,19.0,24.0,79.2,8.0,10.0,80.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,40.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,6.0,4.0,10.0,26.0,3.0,0.0,0.0,29.0,1.0,1.0,2.0,1.0,4.0,1.72,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,3.0,9.0,33.3,6.0,44.0,4.0,9.1,9.0,13.0,22.0,1.0,0.0,0.0,1.0,5.0,9.0,3.0,0.0,73.0,5.0,16.0,25.0,36.0,12.0,73.0,5.0,8.0,62.5,5.0,0.0,46.0,197.0,126.0,87.0,44.0,50.6,3.0,5.0,5.0,209.0,42.0,9.3,2.3,3.0,60.0,2.0,15.0,6.0,2.0,4.0,0.0,4.0,1.72,1.68,3.7,1.8,2.0,0.84,0.79,0.0,0.0,0.0,2.0,3.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,12.0,2.0,2.0,50.0,48a5a5d6
23,23,27,William Saliba,Saliba,1,arsenal,ARS,DEF,0.0,0.0,Joined Nice on loan until the end of the season on 4/1. - Expected back 01 Jul,2021-01-04T23:00:20.315877Z,u,0,0.0,0.0,0.5,523,505,480,202,203,189,531,202,0,30961,226265,0.0,0.0,0,0,-5,5,0.0,0.0,40,0,486,0,0,0,0,0,0,0,0,0,,,,,,,972aeb2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,70,Mathew Ryan,Ryan,1,arsenal,ARS,GKP,2.4,0.8,,2021-02-01T19:30:26.014607Z,a,29,0.2,6.9,6.5,234,450,495,21,7,28,346,21,0,490535,1237095,100.0,100.0,0,0,-3,3,0.8,0.3,42,4227,19093,0,0,2,20,0,0,23,0,183,,,,,,,4535e4bb,11.0,Mathew Ryan,https://fbref.com/en/players/4535e4bb/Mathew-Ryan,"['au', 'AUS']",GK,28 years and 324 days,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,399.0,78.7,8454.0,4146.0,62.0,62.0,100.0,160.0,160.0,100.0,92.0,177.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,315.0,84.0,26.0,0.0,49.0,13.0,0.0,0.0,0.0,0.0,0.0,238.0,15.0,146.0,57.0,275.0,2.0,0.0,56.0,314.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,421.0,338.0,420.0,2.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,253.0,991.0,394.0,255.0,254.0,99.6,0.0,0.0,11.0,990.0,90.0,44.0,11.0,11.0,90.0,0.0,0.0,1.0,0.91,14.0,19.0,-5.0,-0.45,-0.38,16.4,11.0,5.4,0.49,0.21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,0.0,0.0,4535e4bb
25,24,70,Mathew Ryan,Ryan,1,arsenal,ARS,GKP,2.4,0.8,,2021-02-01T19:30:26.014607Z,a,29,0.2,6.9,6.5,234,450,495,21,7,28,346,21,0,490535,1237095,100.0,100.0,0,0,-3,3,0.8,0.3,42,4227,19093,0,0,2,20,0,0,23,0,183,,,,,,,4535e4bb,24.0,Mathew Ryan,https://fbref.com/en/players/4535e4bb/Mathew-Ryan,"['au', 'AUS']",GK,28 years and 324 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,100.0,509.0,310.0,2.0,2.0,100.0,8.0,8.0,100.0,7.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,1.0,10.0,1.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,22.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,18.0,7.0,7.0,100.0,0.0,0.0,1.0,90.0,90.0,4.0,1.0,1.0,90.0,0.0,0.0,3.0,0.0,0.0,1.0,-1.0,-1.0,-1.25,1.1,1.1,0.0,-0.03,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4535e4bb
26,25,478,Willian Borges Da Silva,Willian,1,arsenal,ARS,MID,2.5,0.6,,2020-12-26T18:00:16.845067Z,a,45,0.1,6.0,2.7,270,56,161,115,41,87,141,72,1,777793,1345430,100.0,100.0,0,0,-5,5,0.6,0.1,75,279,1667,0,4,2,14,0,0,0,2,191,1.0,,2.0,,,,8b9ebd03,9.0,Willian,https://fbref.com/en/players/8b9ebd03/Willian,"['br', 'BRA']","FW,MF",32 years and 201 days,11.4,0.0,15.0,2.0,13.3,1.32,0.0,0.0,3.0,0.0,0.0,1.7,1.7,0.11,-1.7,-1.7,445.0,575.0,77.4,8050.0,1481.0,211.0,241.0,87.6,180.0,218.0,82.6,52.0,104.0,50.0,3.0,1.7,1.3,17.0,23.0,20.0,7.0,33.0,500.0,75.0,15.0,2.0,75.0,32.0,33.0,53.0,24.0,16.0,2.0,407.0,60.0,108.0,59.0,494.0,11.0,4.0,2.0,445.0,4.0,5.0,10.0,10.0,38.0,3.34,22.0,8.0,2.0,2.0,4.0,5.0,0.44,3.0,1.0,0.0,1.0,0.0,0.0,14.0,5.0,7.0,6.0,1.0,6.0,20.0,30.0,14.0,151.0,34.0,22.5,36.0,58.0,57.0,21.0,0.0,0.0,21.0,7.0,21.0,3.0,0.0,691.0,7.0,84.0,267.0,383.0,31.0,614.0,7.0,11.0,63.6,7.0,0.0,469.0,2956.0,1518.0,587.0,489.0,83.3,14.0,17.0,18.0,1024.0,57.0,45.5,11.4,12.0,74.0,6.0,24.0,4.0,1.44,10.0,14.0,-4.0,-0.35,-1.01,14.7,13.5,1.2,0.11,-0.04,0.0,0.0,0.0,5.0,17.0,3.0,33.0,7.0,5.0,0.0,0.0,0.0,72.0,5.0,12.0,29.4,8b9ebd03
27,26,494,Gabriel Magalhães,Gabriel,1,arsenal,ARS,DEF,3.4,0.8,,2020-12-26T18:00:16.873188Z,a,51,0.2,10.2,4.6,128,351,155,53,124,29,201,56,1,1024649,1165950,100.0,100.0,0,0,0,0,0.8,0.3,50,796,5799,2,0,3,17,0,0,0,6,258,,,,,,,67ac5bb8,8.0,Gabriel Dos Santos,https://fbref.com/en/players/67ac5bb8/Gabriel-Dos-Santos,"['br', 'BRA']",DF,23 years and 069 days,14.2,2.0,11.0,4.0,36.4,0.78,0.18,0.5,0.0,0.0,0.0,0.8,0.8,0.07,1.2,1.2,876.0,1012.0,86.6,18601.0,4970.0,235.0,258.0,91.1,479.0,515.0,93.0,155.0,225.0,68.9,0.0,0.0,0.0,1.0,51.0,1.0,0.0,30.0,991.0,21.0,20.0,0.0,93.0,18.0,1.0,0.0,0.0,0.0,0.0,797.0,89.0,126.0,893.0,68.0,23.0,1.0,3.0,876.0,2.0,13.0,15.0,6.0,7.0,0.49,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,14.0,5.0,0.0,6.0,11.0,54.5,5.0,97.0,39.0,40.2,58.0,34.0,5.0,30.0,18.0,0.0,12.0,12.0,31.0,63.0,2.0,1164.0,166.0,632.0,576.0,34.0,20.0,1147.0,1.0,4.0,25.0,2.0,0.0,826.0,5028.0,2924.0,909.0,888.0,97.7,3.0,3.0,15.0,1276.0,85.0,56.7,14.2,14.0,88.0,1.0,45.0,6.0,1.13,14.0,17.0,-3.0,-0.21,-0.95,16.6,15.7,0.9,0.06,-0.14,3.0,1.0,1.0,15.0,20.0,0.0,1.0,12.0,13.0,0.0,0.0,0.0,122.0,42.0,30.0,58.3,67ac5bb8
28,27,501,Daniel Ceballos Fernández,Ceballos,1,arsenal,ARS,MID,2.2,1.2,,2021-01-18T22:00:23.859834Z,a,39,0.3,8.3,0.7,181,83,291,71,56,143,178,91,0,140496,242686,100.0,100.0,0,0,-3,3,1.2,0.7,47,221,696,0,2,4,14,0,0,0,3,229,4.0,,5.0,,,,c0617e2b,11.0,Dani Ceballos,https://fbref.com/en/players/c0617e2b/Dani-Ceballos,"['es', 'ESP']",MF,24 years and 203 days,12.4,0.0,6.0,0.0,0.0,0.49,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,749.0,870.0,86.1,14955.0,3690.0,271.0,302.0,89.7,346.0,380.0,91.1,124.0,163.0,76.1,2.0,2.2,-0.2,18.0,98.0,16.0,2.0,85.0,837.0,33.0,21.0,4.0,103.0,24.0,7.0,6.0,4.0,1.0,0.0,644.0,109.0,117.0,50.0,789.0,18.0,5.0,4.0,749.0,0.0,12.0,14.0,20.0,35.0,2.83,30.0,2.0,1.0,0.0,1.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,12.0,11.0,4.0,8.0,36.0,22.2,28.0,178.0,51.0,28.7,86.0,63.0,29.0,18.0,5.0,1.0,13.0,21.0,48.0,17.0,0.0,995.0,54.0,271.0,616.0,206.0,12.0,964.0,20.0,25.0,80.0,20.0,4.0,701.0,4889.0,2803.0,747.0,717.0,96.0,10.0,15.0,18.0,1112.0,62.0,49.4,12.4,11.0,85.0,7.0,26.0,4.0,1.17,15.0,14.0,1.0,0.08,-0.24,15.7,14.8,0.9,0.08,-0.1,3.0,0.0,0.0,17.0,17.0,0.0,7.0,21.0,25.0,0.0,0.0,0.0,142.0,6.0,8.0,42.9,c0617e2b
29,28,526,Mohamed Naser El Sayed Elneny,Elneny,1,arsenal,ARS,MID,1.9,0.6,,2020-11-16T22:00:27.131231Z,a,26,0.1,6.2,1.0,302,247,339,133,147,166,330,155,0,275662,269675,100.0,100.0,0,0,-3,3,0.6,0.1,42,6899,4239,0,0,3,13,0,0,0,0,157,,,,,,,47a34c4f,12.0,Mohamed Elneny,https://fbref.com/en/players/47a34c4f/Mohamed-Elneny,"['eg', 'EGY']",MF,28 years and 230 days,11.2,0.0,5.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.08,-0.4,-0.4,604.0,651.0,92.8,11724.0,2431.0,234.0,246.0,95.1,283.0,296.0,95.6,82.0,99.0,82.8,0.0,0.2,-0.2,4.0,44.0,5.0,0.0,32.0,636.0,15.0,14.0,0.0,85.0,15.0,2.0,0.0,0.0,0.0,0.0,530.0,60.0,61.0,51.0,565.0,28.0,1.0,4.0,604.0,2.0,4.0,3.0,7.0,13.0,1.16,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,4.0,0.0,5.0,11.0,45.5,6.0,125.0,39.0,31.2,48.0,57.0,20.0,14.0,4.0,0.0,10.0,12.0,22.0,13.0,1.0,715.0,52.0,242.0,437.0,76.0,3.0,702.0,5.0,7.0,71.4,5.0,1.0,542.0,2655.0,1369.0,566.0,538.0,95.1,2.0,5.0,14.0,1008.0,72.0,44.8,11.2,11.0,87.0,3.0,17.0,9.0,1.79,14.0,13.0,1.0,0.09,-0.2,13.9,13.3,0.6,0.05,-0.14,2.0,0.0,0.0,5.0,7.0,0.0,2.0,12.0,6.0,0.0,0.0,0.0,105.0,3.0,9.0,25.0,47a34c4f
30,29,527,Matt Macey,Macey,1,arsenal,ARS,GKP,0.0,0.0,Transferred to Hibernian,2021-01-09T10:26:30.856796Z,u,0,0.0,0.0,1.1,504,484,459,47,21,15,512,47,0,171821,136616,0.0,0.0,0,0,0,0,0.0,0.0,40,0,4774,0,0,0,0,0,0,0,0,0,,,,,,,136e7649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
